ItemName,ItemDesc,ItemPrice,RestaurantName,image_url
"Kid's Fried Chicken","Crispy chicken with ketchup.",2.95,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Kid's Combo","Homemade noodles, fried chicken, steamed broccoli with ketchup.",3.95,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Kid's Steamed Homemade Noodles","no description",2.95,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Kid's Teriyaki","Fried crispy chicken on steamed rice, steamed broccoli with teriyaki sauce.",3.95,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Lava Cake","no description",4.95,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sticky Rice with Mango","no description",4.95,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Mochi Ice Cream (3)","no description",4.95,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Can Soda","no description",1.0,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Thai Iced Tea","no description",2.95,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Zo's Iced Coffee","no description",2.95,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Fresh Fruit Smoothie","no description",3.25,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Thai Iced Coffee","no description",2.95,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Iced Tea","no description",1.95,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Ramune","Japanese Sprite.",2.95,"Zoba Noodle Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Cheesy Garlic Bread","melted mix of three cheeses and herbs, served with a side of marinara sauce",6.95,"Giordano's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"The Best Ripe Tomato Bruschetta","diced tomatoes, extra virgin olive oil, fresh mozzarella and fresh basil on crispy garlic toasts with balsamic glaze",7.95,"Giordano's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Toasted Ravioli","golden brown beef-filled ravioli served with our marinara sauce",7.95,"Giordano's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Fried Calamari & More","fried mix of tender calamari, green beans, lemon rings, hot peppers and fennel served with our marinara sauce",9.95,"Giordano's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Crispy Chicken Tenders","with ranch dipping sauce",7.95,"Giordano's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Our Famous Chicken Wings","regular or boneless wings with your choice of sauce: classic buffalo style, barbecue or garlic lemon",9.25,"Giordano's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Fried Mozzarella Cheese","lightly breaded and served with our marinara sauce",7.25,"Giordano's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Garlic Parmesan Fries","with ranch dipping sauce",2.95,"Giordano's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Soup of the Day(Cup)","no description",2.95,"Giordano's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Soup of the Day(Bowl)","no description",3.95,"Giordano's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Giordano's Sampler","cheesy garlic bread, fried mozzarella, battered mushrooms andtoasted ravioli (serves 3 or more)",11.5,"Giordano's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sashimi Grade Ahi Tuna Poke","Pickled cucumbers, won ton tostadas, toasted sesame yuzu dressing, nori",13.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Tiny Tacos","Napa/basil slaw, queso, smoked tomato salsa with choice of Tilapia or Braised Pork Belly",11.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Fresh Chevre Croquettes","Blueberry gastrique, agave nectar, arugula",8.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Braised P.E.I. Mussels","House made lobster fumet, tomato sugo. basil butter",11.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pecan Smoked Bacon Wrapped Dates","Gorgonzola blueberry gastrique, truffle honey",8.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Maryland Blue Crab Cakes","Fennel/lemon remoulade, sweet corn salsa",15.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Bacon wrapped Sea Scallops","Ginger soy glaze, cauliflower couscous, citrus",15.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Spicy Ahi Tuna Tartar","Smashed avocado, red chile aioli, crispy white corn",12.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pulled Pork Flatbread","Bourbon bbq, pickled red onion, fresh coriander, 3 yr aged cheddar",10.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Margherita Style Flatbread","Fresh mozzarella, fresh basil, red onion, plum tomato balsamic syrup,",10.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Grilled Gulf Shrimp Flatbread","Cilantro crema, fresh avocado, chorizo, farmers cheese",10.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Roasted Butternut Squash","Frisee, radicchio, raisin, walnut, goat cheese, sherry bacon vinaigrette",10.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"The Classic Wedge Salad","Iceberg, buttermilk blue dressing, bacon, tomato, polenta croutons",8.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Roasted Beet Carpaccio","Purple and golden beets, mascarpone, pistachio, salmon gravlax, orange allspice vinaigrette",11.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"House Caesar Salad","Baby romaine, garlic peppercorn dressing, polenta croutons",7.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Simple Organic Field Greens","Warm goat cheese croquette, strawberries, citrus/basil vinaigrette,",8.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"USDA Prime Filet Steak Frites","Black truffle sea salt, bone marrow maitre 'd butter, crispy onions, baby spinach",32.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Amish Chicken Breast Roulade","Marble potato, apple chutney, crispy skin, rosemary chicken jus",21.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Indiana Duck Confit","Sweet corn bacon risotto, manchego cheese, chanterelles, orange/clove gastrique",25.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"1/2 lb. Prime Steak Burger","Brioche, mushroom duxelle, Gouda, spiced citrus aioli, onion straws, frites.",18.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Black Angus Beef Tenderloin tips","Soft sweet corn polenta, port wine bordelaise, shitakes, bacon",25.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sugar Glazed and Bacon Wrapped Meatloaf","Whipped cauliflower, shitake, bordelaise, crispy onion",18.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Hand Rolled Ricotta Gnocchi","Parmesan, brown butter, shaved brussels, hazelnut gremolata, maple panna cotta, crispy sage",18.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Jumbo Maine Sea Scallops","Quinoa, crispy prosciutto, broccoli, coconut citrus",28.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Tilapia Francaise Style","Manchengo polenta cake, baby spinach, lump crab/basil butter",24.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Terra's Signature Bouillabaisse","Jumbo sea scallops, shrimp, mussels, whitefish, salmon, calamari, lump crab, san marzano tomato, lobster jus, crostini",28.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Mango glazed seared Salmon","Couscous, sweetcorn, roasted bell pepper, crab, and mango salsa, yuzu",26.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"WIld Shrimp and Grits","Aged cheddar grits, sweet corn, baby spinach, cajun butter",24.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"French Quarter Jambalaya","Wild shrimp, grilled andoulie, chicken, basmati, cajun tomato stew",23.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Coriander Rubbed sashimi grade Ahi Tuna (seared rare)","Heart of palm, mango, swiss chard, yuzu ponzu, slivered almonds",29.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Guacamole","Served with fresh tortilla chips",6.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sweet Potato Frites","Sweet and savory sea salt",6.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Grilled Cauliflower","Spicy curry butter",5.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Baby Spinach","Sizzled garlic/citrus butter",5.0,"Terra an American Bistro",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Breakfast Burrito","Scrambled eggs, seitan chorizo sausage, avocado, fresh cilantro and jack cheese. Served with dressed greens and salsa roja Vegan option: seitan chorizo, ranchero rice and beans, vegan cheese, avocado, cilantro",11.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Huevos Rancheros","Two eggs on soft tortillas with melted cheese, refried rice and beans, and chipotle salsa",12.5,"Blind Faith Café",http://s3-media3.fl.yelpcdn.com/bphoto/323WxrGQvunz7xePsQBtBA/60s.jpg
"Huevos a la Mexicana","Scrambled eggs, tomato, green onion, jalapeño pepper, cilantro and avocado. Served with black beans, corn tortillas and feta cheese",11.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Vegan Mexican Breakfast","Tofu sautéed with tomato, peppers and onions, served with brown rice, black beans, tortillas and salsa",11.5,"Blind Faith Café",http://s3-media3.fl.yelpcdn.com/bphoto/7Smm7pDNBiO51ZicM0v8VA/60s.jpg
"Chilaquiles","Eggs or tofu with crisp tortilla chips in a tomatillo salsa verde or tomato ranchero salsa. Served with black beans and sour cream",12.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Spinach Feta Omelette","Served with dressed greens and corn bread",12.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Cheese & Herbs de Provence Omelette","Jack, mozzarella, and herbs. Served with dressed greens and corn bread",11.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Eastern Omelette","Mushrooms, onions, peppers, and cheese, dressed greens and corn bread",12.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Broccoli, Sour Cream & Onion","Served with dressed greens and corn bread",11.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Chorizo Feta Omelette","Seitan chorizo, feta cheese, cilantro, salsa roja",12.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Warm Onion Gruyere Tart","Crisp apple, dressed greens",6.5,"Blind Faith Café",http://s3-media1.fl.yelpcdn.com/bphoto/GuKN4dByBE6K_wqLrYAA8w/60s.jpg
"Mediterranean Hummus","Crudités, pita bread",6.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Potstickers","Steamed or pan fried, with orange-shoyu dipping sauce",7.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Kamoosh","Crisp tortilla chips covered with black beans, melted cheese, sour cream and guacamole. Served with salsa roja",9.5,"Blind Faith Café",http://s3-media1.fl.yelpcdn.com/bphoto/x0qjiy7gsa_FgoRiRtIiMA/60s.jpg
"Guacamole","Chips and crudités",8.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/bphoto/I-OfQ6MgxRnGnKxc9fJJGQ/60s.jpg
"Dolmas","Tender grape leaves stuffed with rice and fresh herbs, served with cucumber yogurt sauce",5.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sweet Potato Fries","Served with chipotle ketchup",6.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pasta Caprese","Fresh mozzarella, cherry tomato, basil and extra virgin olive oil tossed with angel hair pasta, finished with feta cheese, olives and aged parmesan",14.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Homemade Quiche","Creative combinations of fresh vegetables, eggs, and cheese baked into a deep-dish quiche.Served with dressed greens",12.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Teriyaki Fried Rice Bowl","Grilled tofu and teriyaki glazed vegetables stir-fried to perfection with brown rice",13.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Enchiladas Verdes","Corn, potato, and sour cream enchiladas topped with jack cheese, guacamole and salsa verde",14.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/bphoto/ddYB47gG6D1whkNQVgsmhw/60s.jpg
"Mongolian Stir-Fry","Seitan, broccoli, scallions, red and green peppers in spicy Mongolian sauce served with brown rice",14.5,"Blind Faith Café",http://s3-media1.fl.yelpcdn.com/bphoto/tlP3Hr2L9N81TWPWOsCBdg/60s.jpg
"Thai Peanut Noodles","Rice noodles and garden vegetables sautéed in spicy Thai peanut sauce. Topped with crispy tofu, pickled ginger and peanuts",14.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Kung Pao","Velveted gardein and shiitake mushrooms sautéed in spicy kung pao sauce. Garnished with peanuts, served with cucumber salad and jasmine rice",13.5,"Blind Faith Café",http://s3-media4.fl.yelpcdn.com/bphoto/Zw5pszY7TjJ2FV79BbaMJA/60s.jpg
"Bibim Bop Rice Bowl","Spicy grilled seitan and marinated vegetables on a bowl of brown and jasmine rice topped with an over-easy egg",13.5,"Blind Faith Café",http://s3-media3.fl.yelpcdn.com/bphoto/ryOVv-9b1PjafT-t7VDQ7w/60s.jpg
"Burrito Ranchero","Rice and beans a la ranchera, melted cheese, avocado and sour cream. Served with chips and salsa",11.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Black Bean Tostadas","Topped with melted cheese, lettuce, tomato, guacamole, and sour cream",13.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Macrobiotic Plate","Brown rice with shiitake gravy, roasted squash and sweet potatoes, black beans, steamed kale, sea vegetable, sunomono salad and miso soup",14.5,"Blind Faith Café",http://s3-media1.fl.yelpcdn.com/bphoto/UlKSSCo-FeJmFfOOJEBs9Q/60s.jpg
"Soft Shell Tacos","Soft corn tortillas filled with spicy gardein, lettuce, cilantro, onion and cheese. Served with salsa verde and black bean-corn salad",11.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Hot Oven Grinder","Smoked gouda, mustard, mayo, mushrooms, onion, tomato and avocado served hot on our grinder roll finished with alfalfa sprouts",12.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Caprese Sandwich","Fresh mozzarella, tomato, basil, roasted red peppers, tapenade and balsamic reduction on country bread",11.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Seitan Gyros","Served on warm pita bread with homemade tzatziki sauce, tomato, cucumber and onion",12.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Grilled Portabella Sandwich","Gruyère cheese, caramelized onion, and umami sauce on a toasted bun",12.5,"Blind Faith Café",http://s3-media1.fl.yelpcdn.com/bphoto/LxpVe0rRdgGXKnC_b77nTQ/60s.jpg
"Barbeque Seitan Sandwich","Served open face on a toasted bun with Carolina slaw",12.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Grilled Brie & Apple Sandwich","Prepared on honey wheat bread with fresh cranberry chutney",11.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Blind Faith Burger","Served on a toasted bun with lettuce, tomato, and pickle",11.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"The Dempster Street","Grilled gruyère cheese and fried egg sandwich filled with crisp cucumber, sweet red peppers and spicy mayo",11.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Greek Village Salad","Seedless cucumber, tomato, kalamata olives, red onion and feta cheese finished with olive oil, red wine vinegar and oregano",8.5,"Blind Faith Café",http://s3-media1.fl.yelpcdn.com/bphoto/NGe9_cpPpMNO_FHa_2N-AA/60s.jpg
"Curried Chopped Salad","Gardein, apples, raisins, celery, roasted red peppers and toasted pecans tossed with curried mayo, served on dressed greens",7.5,"Blind Faith Café",http://s3-media4.fl.yelpcdn.com/bphoto/amHfsSUBsI96RTsQR2zcTw/60s.jpg
"Thai Noodle Salad","Crisp vegetables and thin rice noodles tossed in spicy Thai peanut sauce",9.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Caesar Salad","Crisp romaine lettuce, parmesan and homemade croutons tossed with vegan Caesar dressing",7.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Santa Fe Salad","Romaine, jack cheese, barbeque seitan, corn, peas, onion, tomato, house vinaigrette",9.5,"Blind Faith Café",http://s3-media4.fl.yelpcdn.com/bphoto/a6Bu6_IdW7P5EhM_fqUeTQ/60s.jpg
"Blind Faith Salad","Mixed greens, jack cheese, raisins, cashews, onion, avocado, white miso dressing",9.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/bphoto/LjnbjFVNjcsA2PqPKC-Cyw/60s.jpg
"Spinach Lentil Salad","Organic lentils cooked in olive oil with onion, red pepper, raisins, and thyme, served chilled on baby spinach with feta cheese",7.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/bphoto/_19ZN7zPCPo_6Wb9e6y3IQ/60s.jpg
"Tossed Green Salad","Mixed greens, tomato, carrot, cucumber",6.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Soup of the Day","no description",4.5,"Blind Faith Café",http://s3-media4.fl.yelpcdn.com/bphoto/CDPhvfFAJXsAM3UVcOKYFw/60s.jpg
"Bowl of Chili","Sour cream & cilantro",4.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Miso Soup","Scallion, tofu and wakame",4.5,"Blind Faith Café",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Napoli","fresh mozzarella, tomato sauce, anchovies (italy), oregano and olive oil",12.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Capricciosa","fresh mozzarella, tomato sauce, artichokes, roasted cremini mushrooms, prosciutto di parma, kalamata olives and olive oil",15.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Salumi","fresh mozzarella, tomato sauce, sopressata (salami), pepperoni, shaved parmesan, oregano and olive oil",14.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Regina Margherita","fresh mozzarella, tomato sauce, basil, parmesan cheese and olive oil",11.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Rustica","fresh mozzarella, tomato sauce, applewood smoked bacon, roasted cremini mushrooms, caramelized onions, basil and olive oil",14.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Classico","fresh mozzarella, tomato sauce, fennel sausage, roasted cremini mushrooms, roasted red peppers, basil and olive oil",14.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Mona Lisa","fresh mozzarella, tomatoes, artichokes, shaved parmesan, basil and olive oil",12.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Barese","fresh mozzarella, fennel sausage, broccoli rabe (rapini) and olive oil",13.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Navona","fresh mozzarella, panna (cream), roasted potatoes, applewood smoked bacon, shaved parmesan and chives",14.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Parma","fresh mozzarella, prosciutto di parma, arugula, shaved parmesan and olive oil",14.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Calzone (Baked) or Panzerotti (Fried)(Bowl)","12 half moon with fresh mozzarella.",9.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Calzone (Baked) or Panzerotti (Fried)(Toppings (1))","12 half moon with fresh mozzarella.",10.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Calzone (Baked) or Panzerotti (Fried)(Toppings (2))","12 half moon with fresh mozzarella.",11.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Calzone (Baked) or Panzerotti (Fried)(Toppings (3))","12 half moon with fresh mozzarella.",12.95,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Bruschetta","toasted rustic bread topped with basil, fresh mozzarella, roasted peppers, tomatoes, and olive oil",6.25,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Grilled Seafood Platter","grilled marinated shrimp, octopus and calamari served over rapini and tuscan beans",15.99,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Fried Calamari","fried calamari with marinara sauce and lemons",10.25,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Melanzane Alla Parmigiana","egg battered eggplant baked with ricotta, baby spinach and parmesan cheese, topped with marinara sauce and fresh mozzarella",7.5,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Rapini & Sausage","sautéed broccoli rabe with fennel sausage and cherry tomatoes, topped with crushed croutons, olive oil and parsley",7.5,"Panino's Pizza",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
